,SEQ,PERIOD,AUC,ACC,PRECISION_0,PRECISION_1,zeros,ones,ratio
254,64,3,0.4938408230553182,0.48027210884353744,0.4084507042253521,0.5792880258899676,426,309,1.3786407766990292
255,64,4,0.4798762803899791,0.5040871934604905,0.3776978417266187,0.581140350877193,278,456,0.6096491228070176
256,65,1,0.49434102755026066,0.48027210884353744,0.45849802371541504,0.5283842794759825,506,229,2.2096069868995634
257,65,2,0.5127906976744186,0.49795918367346936,0.4255813953488372,0.6,430,305,1.4098360655737705
258,65,3,0.4947215422276622,0.48365122615803813,0.40963855421686746,0.5799373040752351,415,319,1.3009404388714734
259,65,4,0.4810178329013945,0.5054495912806539,0.37906137184115524,0.5820568927789934,277,457,0.6061269146608315
260,66,1,0.4944154877140729,0.48299319727891155,0.4583333333333333,0.5294117647058824,480,255,1.8823529411764706
261,66,2,0.5097137834842753,0.5,0.42401960784313725,0.5950920245398773,408,326,1.2515337423312884
262,66,3,0.49860771113831087,0.4904632152588556,0.4129353233830846,0.5843373493975904,402,332,1.2108433734939759
263,66,4,0.4772306553128471,0.5068119891008175,0.37209302325581395,0.5798319327731093,258,476,0.542016806722689
264,67,1,0.4888316343676487,0.4768392370572207,0.453416149068323,0.5219123505976095,483,251,1.9243027888446216
265,67,2,0.5003133478543315,0.494550408719346,0.41581632653061223,0.5847953216374269,392,342,1.1461988304093567
266,67,3,0.5005354957160343,0.4904632152588556,0.4146341463414634,0.5864197530864198,410,324,1.2654320987654322
267,67,4,0.4757174222277197,0.5061391541609823,0.3700787401574803,0.5782881002087683,254,479,0.5302713987473904
268,68,1,0.4831634367648706,0.47411444141689374,0.44835164835164837,0.5161290322580645,455,279,1.6308243727598566
269,68,2,0.5054874087660973,0.49727520435967304,0.42039800995024873,0.5903614457831325,402,332,1.2108433734939759
270,68,3,0.5142198809961968,0.5115961800818554,0.42819148936170215,0.5994397759103641,376,357,1.0532212885154062
271,68,4,0.4825282948852743,0.5129604365620737,0.3794466403162055,0.5833333333333334,253,480,0.5270833333333333
272,69,1,0.4833837422052948,0.47547683923705725,0.44819819819819817,0.5172413793103449,444,290,1.5310344827586206
273,69,2,0.5099203309330473,0.5129604365620737,0.42613636363636365,0.5931758530183727,352,381,0.9238845144356955
274,69,3,0.5002453686664213,0.504774897680764,0.414985590778098,0.5854922279792746,347,386,0.8989637305699482
275,69,4,0.4865599294947121,0.5184174624829468,0.38461538461538464,0.5864197530864198,247,486,0.5082304526748971
276,70,1,0.48499618166299807,0.48021828103683495,0.4492753623188406,0.5203761755485894,414,319,1.297805642633229
277,70,2,0.504776313773556,0.5075034106412005,0.4209039548022599,0.5883905013192612,354,379,0.9340369393139841
278,70,3,0.4980562200956938,0.5061391541609823,0.4126506024096386,0.5835411471321695,332,401,0.827930174563591
279,70,4,0.4881601785271511,0.5259562841530054,0.38565022421524664,0.587426326129666,223,509,0.4381139489194499
280,71,1,0.4777937499064133,0.47203274215552526,0.44339622641509435,0.511326860841424,424,309,1.372168284789644
281,71,2,0.5104106021142946,0.5102319236016372,0.4262295081967213,0.5940054495912807,366,367,0.997275204359673
282,71,3,0.49621864240039343,0.5122950819672131,0.4107744107744108,0.5816091954022988,297,435,0.6827586206896552
283,71,4,0.48490577733697,0.5259562841530054,0.3791469194312796,0.5854126679462572,211,521,0.4049904030710173
284,72,1,0.47916385906592995,0.47748976807639837,0.4427083333333333,0.5157593123209169,384,349,1.1002865329512894
285,72,2,0.4971896955503512,0.5095628415300546,0.41346153846153844,0.580952380952381,312,420,0.7428571428571429
286,72,3,0.49717166748647323,0.5122950819672131,0.4119601328903654,0.5823665893271461,301,431,0.6983758700696056
287,72,4,0.47875340937267546,0.5218579234972678,0.36764705882352944,0.5814393939393939,204,528,0.38636363636363635
288,73,1,0.472077731991263,0.47404371584699456,0.4339080459770115,0.5104166666666666,348,384,0.90625
289,73,2,0.4985948477751757,0.5122950819672131,0.4150326797385621,0.5821596244131455,306,426,0.7183098591549296
290,73,3,0.49864731923266115,0.5095628415300546,0.41379310344827586,0.5835351089588378,319,413,0.7723970944309927
291,73,4,0.47917183238284156,0.5191256830601093,0.37037037037037035,0.5813953488372093,216,516,0.4186046511627907
292,74,1,0.46730392488009187,0.4713114754098361,0.4268292682926829,0.5074257425742574,328,404,0.8118811881188119
293,74,2,0.5032786885245901,0.5259562841530054,0.42105263157894735,0.5858369098712446,266,466,0.5708154506437768
294,74,3,0.5081621987211019,0.5245901639344263,0.42517006802721086,0.591324200913242,294,438,0.6712328767123288
295,74,4,0.48017241379310344,0.5239398084815321,0.37,0.5819209039548022,200,531,0.3766478342749529
296,75,1,0.4690378076516022,0.47404371584699456,0.4276729559748428,0.5096618357487923,318,414,0.7681159420289855
297,75,2,0.5014051522248244,0.5259562841530054,0.4186046511627907,0.5843881856540084,258,474,0.5443037974683544
298,75,3,0.5003967398003204,0.5198358413132695,0.41637010676156583,0.5844444444444444,281,450,0.6244444444444445
299,75,4,0.47712410686548623,0.5170998632010944,0.3674418604651163,0.5794573643410853,215,516,0.4166666666666667
300,76,1,0.4635997207773199,0.46994535519125685,0.419672131147541,0.5058548009367682,305,427,0.7142857142857143
301,76,2,0.5007696451935658,0.5266757865937073,0.41832669322709165,0.5833333333333334,251,480,0.5229166666666667
302,76,3,0.4949887526192531,0.5157318741450069,0.40942028985507245,0.5802197802197803,276,455,0.6065934065934065
303,76,4,0.46035259397328365,0.4952120383036936,0.3459915611814346,0.5668016194331984,237,494,0.4797570850202429
304,77,1,0.45717587364680734,0.4637482900136799,0.41118421052631576,0.5011709601873536,304,427,0.711943793911007
305,77,2,0.499595936273378,0.5253077975376197,0.4166666666666667,0.5824634655532359,252,479,0.5260960334029228
306,77,3,0.48093723037100955,0.4993160054719562,0.3923611111111111,0.5688487584650113,288,443,0.6501128668171557
307,77,4,0.45302964254577155,0.4863013698630137,0.3374485596707819,0.5605749486652978,243,487,0.4989733059548255
308,78,1,0.45501528223195875,0.45964432284541723,0.4117647058823529,0.49754901960784315,323,408,0.7916666666666666
309,78,2,0.4876164088355268,0.5102599179206566,0.40074906367041196,0.5732758620689655,267,464,0.5754310344827587
310,78,3,0.4837456758092414,0.5013698630136987,0.39655172413793105,0.5704545454545454,290,440,0.6590909090909091
311,78,4,0.4571708805579773,0.48356164383561645,0.34944237918215615,0.561822125813449,269,461,0.5835140997830802
312,79,1,0.44895132270352467,0.45690834473324216,0.39862542955326463,0.4954545454545455,291,440,0.6613636363636364
313,79,2,0.4792824932048432,0.49726027397260275,0.39100346020761245,0.5668934240362812,289,441,0.655328798185941
314,79,3,0.48116660489251295,0.49726027397260275,0.3939393939393939,0.5681293302540416,297,433,0.6859122401847575
315,79,4,0.45878222692738824,0.48356164383561645,0.3527272727272727,0.5626373626373626,275,455,0.6043956043956044
316,80,1,0.445432305705937,0.4534246575342466,0.3938356164383562,0.4931506849315068,292,438,0.6666666666666666
317,80,2,0.48609309364961695,0.5041095890410959,0.3993055555555556,0.5723981900452488,288,442,0.6515837104072398
318,80,3,0.48491938472942925,0.5027397260273972,0.39792387543252594,0.5714285714285714,289,441,0.655328798185941
319,80,4,0.45947043661641807,0.4869684499314129,0.35094339622641507,0.5646551724137931,265,464,0.5711206896551724
320,81,1,0.44606655038847487,0.4534246575342466,0.3959731543624161,0.4930555555555556,298,432,0.6898148148148148
321,81,2,0.48351402273288857,0.5,0.39661016949152544,0.5701149425287356,295,435,0.6781609195402298
322,81,3,0.48462557523357974,0.5006858710562414,0.39730639730639733,0.5717592592592593,297,432,0.6875
323,81,4,0.4629266578145747,0.49108367626886146,0.3549618320610687,0.5674518201284796,262,467,0.5610278372591007
324,82,1,0.4594158908495103,0.4643835616438356,0.415625,0.5024390243902439,320,410,0.7804878048780488
325,82,2,0.486089806163715,0.49794238683127573,0.4,0.572463768115942,315,414,0.7608695652173914
326,82,3,0.4895760702830846,0.50480109739369,0.4033333333333333,0.5757575757575758,300,429,0.6993006993006993
327,82,4,0.46366867140513934,0.49519890260631,0.3534136546184739,0.56875,249,480,0.51875
328,83,1,0.45042711741185026,0.4567901234567901,0.4025974025974026,0.49643705463182897,308,421,0.7315914489311164
329,83,2,0.49034304838934595,0.5006858710562414,0.40498442367601245,0.5759803921568627,321,408,0.7867647058823529
330,83,3,0.48506716868869987,0.5034293552812071,0.397212543554007,0.5723981900452488,287,442,0.6493212669683258
331,83,4,0.45986878075451065,0.49519890260631,0.3446808510638298,0.5668016194331984,235,494,0.4757085020242915
332,84,1,0.4493252453653217,0.45816186556927296,0.39649122807017545,0.49774774774774777,285,444,0.6418918918918919
333,84,2,0.49170269139590017,0.5061728395061729,0.40594059405940597,0.5774647887323944,303,426,0.7112676056338029
334,84,3,0.4836378003997583,0.5034293552812071,0.39501779359430605,0.5714285714285714,281,448,0.6272321428571429
335,84,4,0.45912881281544876,0.49313186813186816,0.34439834024896265,0.5667351129363449,241,487,0.4948665297741273
336,85,1,0.4589013086150491,0.4663923182441701,0.4107744107744108,0.5046296296296297,297,432,0.6875
337,85,2,0.4935039278575746,0.51440329218107,0.4072727272727273,0.579295154185022,275,454,0.6057268722466961
338,85,3,0.47734974971240246,0.5,0.3851851851851852,0.5676855895196506,270,458,0.5895196506550219
339,85,4,0.4574829931972789,0.49313186813186816,0.3404255319148936,0.565922920892495,235,493,0.4766734279918864
340,86,1,0.46543302435478007,0.47599451303155005,0.4141791044776119,0.5119305856832972,268,461,0.5813449023861171
341,86,2,0.4930043839194104,0.510989010989011,0.40625,0.5795454545454546,288,440,0.6545454545454545
342,86,3,0.47810372166775483,0.49862637362637363,0.3870967741935484,0.5679287305122495,279,449,0.621380846325167
343,86,4,0.45078999341672155,0.49038461538461536,0.3257918552036199,0.5621301775147929,221,507,0.4358974358974359
344,87,1,0.4689625850340136,0.4793956043956044,0.41947565543071164,0.5140997830802603,267,461,0.579175704989154
345,87,2,0.49453564655038407,0.5178571428571429,0.4075471698113208,0.5809935205183585,265,463,0.572354211663067
346,87,3,0.48887697043186273,0.5123626373626373,0.4,0.5766738660907127,265,463,0.572354211663067
347,87,4,0.4535553074031551,0.4951856946354883,0.32710280373831774,0.5653021442495126,214,513,0.4171539961013645
348,88,1,0.4559948979591837,0.46703296703296704,0.40076335877862596,0.5042918454935622,262,466,0.5622317596566524
349,88,2,0.49543730373410444,0.5206043956043956,0.4085603112840467,0.5817409766454352,257,471,0.5456475583864119
350,88,3,0.490524542604464,0.5103163686382394,0.40213523131672596,0.57847533632287,281,446,0.6300448430493274
351,88,4,0.4523599817555559,0.4924346629986245,0.32727272727272727,0.5641025641025641,220,507,0.4339250493096647
352,89,1,0.4642857142857143,0.4739010989010989,0.41454545454545455,0.5099337748344371,275,453,0.6070640176600441
353,89,2,0.487654850019478,0.515818431911967,0.3975409836065574,0.5755693581780539,244,483,0.505175983436853
354,89,3,0.4936479341163258,0.5116918844566712,0.40625,0.5808656036446469,288,439,0.6560364464692483
355,89,4,0.4569250247715512,0.4965612104539202,0.334841628959276,0.567193675889328,221,506,0.4367588932806324
356,90,1,0.4705958470344659,0.4814305364511692,0.421455938697318,0.5150214592274678,261,466,0.5600858369098712
357,90,2,0.4918815738215816,0.5213204951856947,0.40336134453781514,0.5787321063394683,238,489,0.4867075664621677
358,90,3,0.5001130815903171,0.5226960110041265,0.4141791044776119,0.5860566448801743,268,459,0.5838779956427015
359,90,4,0.4624944763588157,0.5013774104683195,0.34375,0.5717131474103586,224,502,0.44621513944223107
360,91,1,0.4693170746559493,0.48005502063273725,0.4198473282442748,0.513978494623656,262,465,0.5634408602150538
361,91,2,0.48521620568757307,0.5185694635488308,0.3918918918918919,0.5742574257425742,222,505,0.4396039603960396
362,91,3,0.49808481532147736,0.5275482093663911,0.4117647058823529,0.5840163934426229,238,488,0.48770491803278687
363,91,4,0.4745123413925889,0.512396694214876,0.36283185840707965,0.58,226,500,0.452
364,92,1,0.4730848861283643,0.48005502063273725,0.42953020134228187,0.5151515151515151,298,429,0.6946386946386947
365,92,2,0.49479882544045983,0.5234159779614325,0.4083333333333333,0.5802469135802469,240,486,0.49382716049382713
366,92,3,0.5032753566542897,0.5330578512396694,0.4194915254237288,0.5877551020408164,236,490,0.4816326530612245
367,92,4,0.47280001262546556,0.5110192837465565,0.36,0.5788423153692615,225,501,0.4491017964071856
368,93,1,0.485187728937729,0.49449035812672176,0.4432234432234432,0.5253863134657837,273,453,0.6026490066225165
369,93,2,0.5018508684243409,0.5344352617079889,0.4189189189189189,0.5853174603174603,222,504,0.44047619047619047
370,93,3,0.505421145202267,0.5344352617079889,0.4225941422594142,0.5893223819301848,239,487,0.49075975359342916
371,93,4,0.48372893125434,0.5234159779614325,0.3761467889908257,0.5866141732283464,218,508,0.42913385826771655
372,94,1,0.4948260073260073,0.5055096418732782,0.4555984555984556,0.5331905781584583,259,467,0.5546038543897216
373,94,2,0.509629201549419,0.5440771349862259,0.431924882629108,0.5906432748538012,213,513,0.4152046783625731
374,94,3,0.5091577095954661,0.5399449035812672,0.42857142857142855,0.591919191919192,231,495,0.4666666666666667
375,94,4,0.48400376475054574,0.5255172413793103,0.3761904761904762,0.5864077669902913,210,515,0.4077669902912621
376,95,1,0.49503205128205124,0.5055096418732782,0.4559386973180077,0.5333333333333333,261,465,0.5612903225806452
377,95,2,0.5100587279770086,0.5495867768595041,0.43455497382198954,0.5906542056074766,191,535,0.35700934579439253
378,95,3,0.5148522221525732,0.5503448275862068,0.44019138755980863,0.5949612403100775,209,516,0.4050387596899225
379,95,4,0.48400376475054574,0.5255172413793103,0.3761904761904762,0.5864077669902913,210,515,0.4077669902912621
380,96,1,0.49313186813186816,0.5041322314049587,0.453125,0.5319148936170213,256,470,0.5446808510638298
381,96,2,0.5125953063109607,0.5517241379310345,0.4397905759162304,0.5917602996254682,191,534,0.35767790262172283
382,96,3,0.5129756158716229,0.5475862068965517,0.43661971830985913,0.59375,213,512,0.416015625
383,96,4,0.48866224809389736,0.5324137931034483,0.38308457711442784,0.5896946564885496,201,524,0.383587786259542
384,97,1,0.4991963260619977,0.5103448275862069,0.4609375,0.5373134328358209,256,469,0.5458422174840085
385,97,2,0.5114093591971569,0.5531034482758621,0.4388888888888889,0.5908256880733945,180,545,0.3302752293577982
386,97,3,0.5115299630163606,0.5475862068965517,0.43478260869565216,0.5926640926640927,207,518,0.3996138996138996
387,97,4,0.4930555555555556,0.5400552486187845,0.39037433155080214,0.5921787709497207,187,537,0.34823091247672255
388,98,1,0.49579027937236886,0.5075862068965518,0.456,0.5347368421052632,250,475,0.5263157894736842
389,98,2,0.5054952796956461,0.5489655172413793,0.4277456647398844,0.5869565217391305,173,552,0.3134057971014493
390,98,3,0.5191913479889729,0.5607734806629834,0.4530386740331492,0.5966850828729282,181,543,0.3333333333333333
391,98,4,0.4925481988838153,0.5414364640883977,0.3888888888888889,0.5919117647058824,180,544,0.33088235294117646
392,99,1,0.48832759280520477,0.5006896551724138,0.4448979591836735,0.5291666666666667,245,480,0.5104166666666666
393,99,2,0.49714898329445584,0.5400552486187845,0.4101123595505618,0.5824175824175825,178,546,0.326007326007326
394,99,3,0.5241119043692027,0.5704419889502762,0.46875,0.599290780141844,160,564,0.28368794326241137
395,99,4,0.49949264332825977,0.5497237569060773,0.40229885057471265,0.5963636363636363,174,550,0.31636363636363635
